  1.75598E+00  1.66261E+00  8.44780E+00  5.24483E+01  5.46289E+00
  1.75098E+00  1.66261E+00  8.45541E+00  5.25145E+01  5.51538E+00
  1.74598E+00  1.66259E+00  8.46302E+00  5.25803E+01  5.56857E+00
  1.74098E+00  1.66257E+00  8.47067E+00  5.26458E+01  5.62241E+00
  1.73598E+00  1.66253E+00  8.47835E+00  5.27111E+01  5.67754E+00
  1.73098E+00  1.66249E+00  8.48603E+00  5.27761E+01  5.73339E+00
  1.72598E+00  1.66244E+00  8.49376E+00  5.28407E+01  5.78999E+00
  1.72098E+00  1.66237E+00  8.50152E+00  5.29049E+01  5.84754E+00
  1.71598E+00  1.66229E+00  8.50926E+00  5.29688E+01  5.90613E+00
  1.71098E+00  1.66221E+00  8.51706E+00  5.30324E+01  5.96550E+00
  1.70598E+00  1.66211E+00  8.52487E+00  5.30956E+01  6.02581E+00
  1.70098E+00  1.66200E+00  8.53270E+00  5.31584E+01  6.08747E+00
  1.69598E+00  1.66187E+00  8.54057E+00  5.32209E+01  6.14999E+00
  1.69098E+00  1.66174E+00  8.54845E+00  5.32829E+01  6.21331E+00
  1.68598E+00  1.66160E+00  8.55634E+00  5.33446E+01  6.27839E+00
  1.68098E+00  1.66144E+00  8.56425E+00  5.34060E+01  6.34410E+00
  1.67598E+00  1.66127E+00  8.57220E+00  5.34668E+01  6.41093E+00
  1.67098E+00  1.66109E+00  8.58015E+00  5.35273E+01  6.47892E+00
  1.66598E+00  1.66090E+00  8.58812E+00  5.35874E+01  6.54823E+00
  1.66098E+00  1.66069E+00  8.59615E+00  5.36470E+01  6.61845E+00
  1.65598E+00  1.66047E+00  8.60418E+00  5.37062E+01  6.68997E+00
  1.65098E+00  1.66024E+00  8.61223E+00  5.37649E+01  6.76284E+00
  1.64598E+00  1.66000E+00  8.62032E+00  5.38232E+01  6.83676E+00
  1.64098E+00  1.65974E+00  8.62841E+00  5.38810E+01  6.91186E+00
  1.63598E+00  1.65947E+00  8.63654E+00  5.39384E+01  6.98892E+00
  1.63098E+00  1.65919E+00  8.64470E+00  5.39953E+01  7.06684E+00
  1.62598E+00  1.65889E+00  8.65288E+00  5.40517E+01  7.14605E+00
  1.62098E+00  1.65858E+00  8.66104E+00  5.41076E+01  7.22715E+00
  1.61598E+00  1.65826E+00  8.66927E+00  5.41629E+01  7.30946E+00
  1.61098E+00  1.65792E+00  8.67748E+00  5.42178E+01  7.39287E+00
  1.60598E+00  1.65757E+00  8.68573E+00  5.42721E+01  7.47839E+00
  1.60098E+00  1.65720E+00  8.69403E+00  5.43260E+01  7.56480E+00
  1.59598E+00  1.65682E+00  8.70235E+00  5.43791E+01  7.65332E+00
  1.59098E+00  1.65643E+00  8.71065E+00  5.44318E+01  7.74333E+00
  1.58598E+00  1.65602E+00  8.71902E+00  5.44840E+01  7.83479E+00
  1.58098E+00  1.65559E+00  8.72739E+00  5.45355E+01  7.92788E+00
  1.57598E+00  1.65515E+00  8.73578E+00  5.45864E+01  8.02325E+00
  1.57098E+00  1.65470E+00  8.74421E+00  5.46367E+01  8.12013E+00
  1.56598E+00  1.65423E+00  8.75267E+00  5.46865E+01  8.21850E+00
  1.56098E+00  1.65374E+00  8.76110E+00  5.47356E+01  8.31924E+00
  1.55598E+00  1.65324E+00  8.76960E+00  5.47841E+01  8.42180E+00
  1.55098E+00  1.65272E+00  8.77809E+00  5.48320E+01  8.52575E+00
  1.54598E+00  1.65219E+00  8.78660E+00  5.48792E+01  8.63238E+00
  1.54098E+00  1.65164E+00  8.79517E+00  5.49257E+01  8.74067E+00
  1.53598E+00  1.65107E+00  8.80377E+00  5.49715E+01  8.85097E+00
  1.53098E+00  1.65049E+00  8.81234E+00  5.50167E+01  8.96356E+00
  1.52598E+00  1.64989E+00  8.82099E+00  5.50612E+01  9.07791E+00
  1.52098E+00  1.64927E+00  8.82962E+00  5.51049E+01  9.19457E+00
  1.51598E+00  1.64863E+00  8.83829E+00  5.51479E+01  9.31403E+00
  1.51098E+00  1.64798E+00  8.84700E+00  5.51903E+01  9.43544E+00
  1.50598E+00  1.64731E+00  8.85571E+00  5.52317E+01  9.55933E+00
  1.50098E+00  1.64662E+00  8.86442E+00  5.52726E+01  9.68597E+00
  1.49598E+00  1.64592E+00  8.87319E+00  5.53126E+01  9.81444E+00
  1.49098E+00  1.64519E+00  8.88193E+00  5.53517E+01  9.94659E+00
  1.48598E+00  1.64445E+00  8.89074E+00  5.53903E+01  1.00810E+01
  1.48098E+00  1.64369E+00  8.89959E+00  5.54279E+01  1.02173E+01
  1.47598E+00  1.64291E+00  8.90842E+00  5.54647E+01  1.03573E+01
  1.47098E+00  1.64211E+00  8.91730E+00  5.55008E+01  1.04996E+01
  1.46598E+00  1.64129E+00  8.92618E+00  5.55357E+01  1.06449E+01
  1.46098E+00  1.64046E+00  8.93510E+00  5.55702E+01  1.07933E+01
