  1.07098E+00  2.15764E+00  1.04628E+01  1.12045E+02  4.46922E+00
  1.06598E+00  2.15733E+00  1.04767E+01  1.12226E+02  4.54261E+00
  1.06098E+00  2.15697E+00  1.04906E+01  1.12403E+02  4.61772E+00
  1.05598E+00  2.15657E+00  1.05045E+01  1.12578E+02  4.69540E+00
  1.05098E+00  2.15613E+00  1.05185E+01  1.12749E+02  4.77479E+00
  1.04598E+00  2.15563E+00  1.05325E+01  1.12917E+02  4.85685E+00
  1.04098E+00  2.15509E+00  1.05466E+01  1.13082E+02  4.94101E+00
  1.03598E+00  2.15450E+00  1.05607E+01  1.13243E+02  5.02802E+00
  1.03098E+00  2.15386E+00  1.05749E+01  1.13401E+02  5.11710E+00
  1.02598E+00  2.15317E+00  1.05892E+01  1.13555E+02  5.20922E+00
  1.02098E+00  2.15242E+00  1.06034E+01  1.13705E+02  5.30398E+00
  1.01598E+00  2.15163E+00  1.06177E+01  1.13851E+02  5.40162E+00
  1.01098E+00  2.15077E+00  1.06321E+01  1.13993E+02  5.50226E+00
  1.00598E+00  2.14987E+00  1.06465E+01  1.14131E+02  5.60581E+00
  1.00098E+00  2.14890E+00  1.06610E+01  1.14265E+02  5.71298E+00
  9.95980E-01  2.14788E+00  1.06755E+01  1.14395E+02  5.82296E+00
  9.90980E-01  2.14680E+00  1.06901E+01  1.14520E+02  5.93679E+00
  9.85980E-01  2.14566E+00  1.07046E+01  1.14640E+02  6.05396E+00
  9.80980E-01  2.14445E+00  1.07193E+01  1.14756E+02  6.17542E+00
  9.75980E-01  2.14319E+00  1.07339E+01  1.14867E+02  6.30007E+00
  9.70980E-01  2.14186E+00  1.07487E+01  1.14972E+02  6.42917E+00
  9.65980E-01  2.14046E+00  1.07634E+01  1.15073E+02  6.56255E+00
  9.60980E-01  2.13900E+00  1.07782E+01  1.15168E+02  6.70017E+00
  9.55980E-01  2.13747E+00  1.07931E+01  1.15258E+02  6.84248E+00
  9.50980E-01  2.13587E+00  1.08079E+01  1.15343E+02  6.98949E+00
  9.45980E-01  2.13419E+00  1.08228E+01  1.15421E+02  7.14203E+00
  9.40980E-01  2.13245E+00  1.08378E+01  1.15494E+02  7.29891E+00
  9.35980E-01  2.13063E+00  1.08528E+01  1.15561E+02  7.46177E+00
  9.30980E-01  2.12874E+00  1.08678E+01  1.15622E+02  7.63025E+00
  9.25980E-01  2.12677E+00  1.08829E+01  1.15676E+02  7.80445E+00
  9.20980E-01  2.12472E+00  1.08980E+01  1.15724E+02  7.98516E+00
  9.15980E-01  2.12259E+00  1.09131E+01  1.15765E+02  8.17194E+00
